model,group,dropped_pair,slope_full,slope_loo,delta_slope
llama8b_instruct,stable,BigFive_Agreeableness × IRI_Empathic_concern,1.6125339733996422,1.6204600466740464,-0.0079260732744042
llama8b_instruct,stable,BigFive_Agreeableness × IRI_Perspective_taking,1.6125339733996422,1.707074959668833,-0.09454098626919083
llama8b_instruct,stable,BigFive_Agreeableness × PANAS_Negative_Affect,1.6125339733996422,1.6231813567538154,-0.010647383354173146
llama8b_instruct,stable,BigFive_Agreeableness × LifeSat_Life_Satisfaction,1.6125339733996422,1.614562212145889,-0.002028238746246691
llama8b_instruct,stable,BigFive_Conscientiousness × BigFive_Neuroticism,1.6125339733996422,1.5426208300498858,0.0699131433497564
llama8b_instruct,stable,BigFive_Conscientiousness × IRI_Empathic_concern,1.6125339733996422,1.6241524545529744,-0.011618481153332194
llama8b_instruct,stable,BigFive_Conscientiousness × IRI_Perspective_taking,1.6125339733996422,1.6052925541888925,0.007241419210749722
llama8b_instruct,stable,BigFive_Conscientiousness × PANAS_Negative_Affect,1.6125339733996422,1.5419455646086577,0.07058840879098449
llama8b_instruct,stable,BigFive_Conscientiousness × LifeSat_Life_Satisfaction,1.6125339733996422,1.5578144770185813,0.054719496381060884
llama8b_instruct,stable,BigFive_Neuroticism × IRI_Empathic_concern,1.6125339733996422,1.6365638572080452,-0.024029883808402985
llama8b_instruct,stable,BigFive_Neuroticism × IRI_Perspective_taking,1.6125339733996422,1.5996129653123667,0.012921008087275476
llama8b_instruct,stable,BigFive_Neuroticism × PANAS_Negative_Affect,1.6125339733996422,1.655026427541153,-0.042492454141510816
llama8b_instruct,stable,BigFive_Neuroticism × LifeSat_Life_Satisfaction,1.6125339733996422,1.5493095000820771,0.06322447331756509
llama8b_instruct,stable,IRI_Empathic_concern × IRI_Perspective_taking,1.6125339733996422,1.7279479023488502,-0.11541392894920799
llama8b_instruct,stable,IRI_Empathic_concern × PANAS_Negative_Affect,1.6125339733996422,1.6468195854766112,-0.03428561207696901
llama8b_instruct,stable,IRI_Empathic_concern × LifeSat_Life_Satisfaction,1.6125339733996422,1.632345747222805,-0.01981177382316268
llama8b_instruct,stable,IRI_Perspective_taking × PANAS_Negative_Affect,1.6125339733996422,1.6104895145366502,0.0020444588629919824
llama8b_instruct,stable,IRI_Perspective_taking × LifeSat_Life_Satisfaction,1.6125339733996422,1.616738510207847,-0.004204536808204873
llama8b_instruct,stable,PANAS_Negative_Affect × LifeSat_Life_Satisfaction,1.6125339733996422,1.556009577016728,0.05652439638291429
llama8b_instruct,ambiguous,BigFive_Openness × PANAS_Positive_Affect,2.1086728257662237,2.221358177794169,-0.11268535202794538
llama8b_instruct,ambiguous,BigFive_Openness × Lonely_Loneliness,2.1086728257662237,2.03046635932473,0.07820646644149365
llama8b_instruct,ambiguous,BigFive_Openness × IRI_Personal_distress,2.1086728257662237,2.0440262619785985,0.06464656378762523
llama8b_instruct,ambiguous,BigFive_Openness × IRI_Fantasy,2.1086728257662237,2.1057521817175058,0.0029206440487179464
llama8b_instruct,ambiguous,PANAS_Positive_Affect × Lonely_Loneliness,2.1086728257662237,2.155212807503549,-0.04653998173732532
llama8b_instruct,ambiguous,PANAS_Positive_Affect × IRI_Personal_distress,2.1086728257662237,2.1748133755824517,-0.06614054981622797
llama8b_instruct,ambiguous,PANAS_Positive_Affect × IRI_Fantasy,2.1086728257662237,2.109407520548565,-0.0007346947823414496
llama8b_instruct,ambiguous,Lonely_Loneliness × IRI_Personal_distress,2.1086728257662237,2.0017026210580964,0.10697020470812735
llama8b_instruct,ambiguous,Lonely_Loneliness × IRI_Fantasy,2.1086728257662237,2.0926912072798616,0.015981618486362148
llama8b_instruct,ambiguous,IRI_Personal_distress × IRI_Fantasy,2.1086728257662237,2.203887216944533,-0.09521439117830921
llama8b_instruct,specific,POM_Peace_of_Mind × SelfConst_Independent_self,2.0391066828323856,-0.0438096204113504,2.082916303243736
llama8b_instruct,specific,POM_Peace_of_Mind × SelfConst_Interdependent_self,2.0391066828323856,1.8895742746286628,0.14953240820372282
llama8b_instruct,specific,SelfConst_Independent_self × SelfConst_Interdependent_self,2.0391066828323856,2.5884820709656875,-0.5493753881333019
llama8b_base,stable,BigFive_Extraversion × BigFive_Agreeableness,1.5763602878499712,1.5994715380898676,-0.023111250239896464
llama8b_base,stable,BigFive_Extraversion × BigFive_Conscientiousness,1.5763602878499712,1.6256022397980647,-0.049241951948093554
llama8b_base,stable,BigFive_Extraversion × BigFive_Neuroticism,1.5763602878499712,1.5712964198100832,0.005063868039888009
llama8b_base,stable,BigFive_Extraversion × IRI_Empathic_concern,1.5763602878499712,1.567519876641455,0.008840411208516086
llama8b_base,stable,BigFive_Extraversion × IRI_Perspective_taking,1.5763602878499712,1.546089994263344,0.03027029358662725
llama8b_base,stable,BigFive_Extraversion × PANAS_Negative_Affect,1.5763602878499712,1.538293704701651,0.03806658314832023
llama8b_base,stable,BigFive_Extraversion × LifeSat_Life_Satisfaction,1.5763602878499712,1.52888071643043,0.04747957141954107
llama8b_base,stable,BigFive_Agreeableness × BigFive_Conscientiousness,1.5763602878499712,1.5758578884893482,0.0005023993606230182
llama8b_base,stable,BigFive_Agreeableness × BigFive_Neuroticism,1.5763602878499712,1.590949157526278,-0.014588869676306793
llama8b_base,stable,BigFive_Agreeableness × IRI_Empathic_concern,1.5763602878499712,1.6236663005524001,-0.04730601270242896
llama8b_base,stable,BigFive_Agreeableness × IRI_Perspective_taking,1.5763602878499712,1.6614107823919797,-0.08505049454200853
llama8b_base,stable,BigFive_Agreeableness × PANAS_Negative_Affect,1.5763602878499712,1.5818261086425736,-0.005465820792602383
llama8b_base,stable,BigFive_Agreeableness × LifeSat_Life_Satisfaction,1.5763602878499712,1.5841843664107906,-0.007824078560819459
llama8b_base,stable,BigFive_Conscientiousness × BigFive_Neuroticism,1.5763602878499712,1.501716455710946,0.07464383213902526
llama8b_base,stable,BigFive_Conscientiousness × IRI_Empathic_concern,1.5763602878499712,1.5927325228382416,-0.01637223498827045
llama8b_base,stable,BigFive_Conscientiousness × IRI_Perspective_taking,1.5763602878499712,1.5696407831203871,0.006719504729584047
llama8b_base,stable,BigFive_Conscientiousness × PANAS_Negative_Affect,1.5763602878499712,1.50688847167962,0.06947181617035114
llama8b_base,stable,BigFive_Conscientiousness × LifeSat_Life_Satisfaction,1.5763602878499712,1.5207720636081337,0.055588224241837514
llama8b_base,stable,BigFive_Neuroticism × IRI_Empathic_concern,1.5763602878499712,1.6019732281634498,-0.025612940313478605
llama8b_base,stable,BigFive_Neuroticism × IRI_Perspective_taking,1.5763602878499712,1.564590550161925,0.011769737688046122
llama8b_base,stable,BigFive_Neuroticism × PANAS_Negative_Affect,1.5763602878499712,1.6075686756612566,-0.031208387811285432
llama8b_base,stable,BigFive_Neuroticism × LifeSat_Life_Satisfaction,1.5763602878499712,1.513343034526785,0.06301725332318608
llama8b_base,stable,IRI_Empathic_concern × IRI_Perspective_taking,1.5763602878499712,1.6792296863452492,-0.10286939849527799
llama8b_base,stable,IRI_Empathic_concern × PANAS_Negative_Affect,1.5763602878499712,1.6127793677136297,-0.036419079863658554
llama8b_base,stable,IRI_Empathic_concern × LifeSat_Life_Satisfaction,1.5763602878499712,1.6022193222895271,-0.02585903443955595
llama8b_base,stable,IRI_Perspective_taking × PANAS_Negative_Affect,1.5763602878499712,1.5744451399448098,0.0019151479051613407
llama8b_base,stable,IRI_Perspective_taking × LifeSat_Life_Satisfaction,1.5763602878499712,1.5803779447360522,-0.0040176568860810224
llama8b_base,stable,PANAS_Negative_Affect × LifeSat_Life_Satisfaction,1.5763602878499712,1.520931418160427,0.05542886968954419
llama8b_base,ambiguous,BigFive_Openness × PANAS_Positive_Affect,1.966441202615035,2.051729899047171,-0.08528869643213577
llama8b_base,ambiguous,BigFive_Openness × Lonely_Loneliness,1.966441202615035,1.8741124566614136,0.0923287459536215
llama8b_base,ambiguous,BigFive_Openness × IRI_Personal_distress,1.966441202615035,1.9016876198521848,0.06475358276285026
llama8b_base,ambiguous,BigFive_Openness × IRI_Fantasy,1.966441202615035,1.9752486900501651,-0.008807487435130046
llama8b_base,ambiguous,PANAS_Positive_Affect × Lonely_Loneliness,1.966441202615035,1.9600949978758961,0.006346204739138939
llama8b_base,ambiguous,PANAS_Positive_Affect × IRI_Personal_distress,1.966441202615035,2.00520519155437,-0.03876398893933475
llama8b_base,ambiguous,PANAS_Positive_Affect × IRI_Fantasy,1.966441202615035,1.9610591560906463,0.005382046524388784
llama8b_base,ambiguous,Lonely_Loneliness × IRI_Personal_distress,1.966441202615035,1.8590105058880904,0.10743069672694472
llama8b_base,ambiguous,Lonely_Loneliness × IRI_Fantasy,1.966441202615035,1.9624966299788995,0.003944572636135568
llama8b_base,ambiguous,IRI_Personal_distress × IRI_Fantasy,1.966441202615035,2.164697427821469,-0.1982562252064337
llama8b_base,specific,POM_Peace_of_Mind × SelfConst_Independent_self,1.8015111390628653,-0.32494887829506575,2.126460017357931
llama8b_base,specific,POM_Peace_of_Mind × SelfConst_Interdependent_self,1.8015111390628653,1.6488527308256855,0.1526584082371798
llama8b_base,specific,SelfConst_Independent_self × SelfConst_Interdependent_self,1.8015111390628653,2.362371311680785,-0.5608601726179199
qwen14b_instruct,stable,BigFive_Extraversion × BigFive_Agreeableness,1.7759284245484621,1.7994545774286212,-0.023526152880159135
qwen14b_instruct,stable,BigFive_Extraversion × BigFive_Conscientiousness,1.7759284245484621,1.822151117141783,-0.0462226925933209
qwen14b_instruct,stable,BigFive_Extraversion × BigFive_Neuroticism,1.7759284245484621,1.7708925504708712,0.005035874077590874
qwen14b_instruct,stable,BigFive_Extraversion × IRI_Empathic_concern,1.7759284245484621,1.7728330777509298,0.003095346797532317
qwen14b_instruct,stable,BigFive_Extraversion × IRI_Perspective_taking,1.7759284245484621,1.7395242492747987,0.036404175273663464
qwen14b_instruct,stable,BigFive_Extraversion × PANAS_Negative_Affect,1.7759284245484621,1.7403362343639783,0.035592190184483785
qwen14b_instruct,stable,BigFive_Extraversion × LifeSat_Life_Satisfaction,1.7759284245484621,1.7307309041319585,0.0451975204165036
qwen14b_instruct,stable,BigFive_Agreeableness × BigFive_Conscientiousness,1.7759284245484621,1.7745021272430364,0.001426297305425761
qwen14b_instruct,stable,BigFive_Agreeableness × BigFive_Neuroticism,1.7759284245484621,1.8014667508266498,-0.02553832627818764
qwen14b_instruct,stable,BigFive_Agreeableness × IRI_Empathic_concern,1.7759284245484621,1.8105675219417128,-0.03463909739325066
qwen14b_instruct,stable,BigFive_Agreeableness × IRI_Perspective_taking,1.7759284245484621,1.8348115752768381,-0.05888315072837602
qwen14b_instruct,stable,BigFive_Agreeableness × PANAS_Negative_Affect,1.7759284245484621,1.7870585789970477,-0.01113015444858556
qwen14b_instruct,stable,BigFive_Agreeableness × LifeSat_Life_Satisfaction,1.7759284245484621,1.7808018535318553,-0.004873428983393158
qwen14b_instruct,stable,BigFive_Conscientiousness × BigFive_Neuroticism,1.7759284245484621,1.705733513150114,0.07019491139834821
qwen14b_instruct,stable,BigFive_Conscientiousness × IRI_Empathic_concern,1.7759284245484621,1.7815509181365825,-0.005622493588120392
qwen14b_instruct,stable,BigFive_Conscientiousness × IRI_Perspective_taking,1.7759284245484621,1.7686548377721958,0.0072735867762663275
qwen14b_instruct,stable,BigFive_Conscientiousness × PANAS_Negative_Affect,1.7759284245484621,1.7090511442098635,0.06687728033859863
qwen14b_instruct,stable,BigFive_Conscientiousness × LifeSat_Life_Satisfaction,1.7759284245484621,1.7254778739104808,0.05045055063798132
qwen14b_instruct,stable,BigFive_Neuroticism × IRI_Empathic_concern,1.7759284245484621,1.8000014597619416,-0.024073035213479477
qwen14b_instruct,stable,BigFive_Neuroticism × IRI_Perspective_taking,1.7759284245484621,1.7551657116211752,0.02076271292728693
qwen14b_instruct,stable,BigFive_Neuroticism × PANAS_Negative_Affect,1.7759284245484621,1.868942898356647,-0.09301447380818484
qwen14b_instruct,stable,BigFive_Neuroticism × LifeSat_Life_Satisfaction,1.7759284245484621,1.7227240942582014,0.053204330290260726
qwen14b_instruct,stable,IRI_Empathic_concern × IRI_Perspective_taking,1.7759284245484621,1.8452304907292594,-0.06930206618079726
qwen14b_instruct,stable,IRI_Empathic_concern × PANAS_Negative_Affect,1.7759284245484621,1.807664776283541,-0.03173635173507883
qwen14b_instruct,stable,IRI_Empathic_concern × LifeSat_Life_Satisfaction,1.7759284245484621,1.7958000989697216,-0.019871674421259478
qwen14b_instruct,stable,IRI_Perspective_taking × PANAS_Negative_Affect,1.7759284245484621,1.7733938145494959,0.002534609998966264
qwen14b_instruct,stable,IRI_Perspective_taking × LifeSat_Life_Satisfaction,1.7759284245484621,1.7805735706654156,-0.004645146116953436
qwen14b_instruct,stable,PANAS_Negative_Affect × LifeSat_Life_Satisfaction,1.7759284245484621,1.738361330443316,0.037567094105146026
qwen14b_instruct,ambiguous,BigFive_Openness × PANAS_Positive_Affect,2.1003694143922718,2.209837194348104,-0.10946777995583234
qwen14b_instruct,ambiguous,BigFive_Openness × Lonely_Loneliness,2.1003694143922718,2.040483176271379,0.05988623812089289
qwen14b_instruct,ambiguous,BigFive_Openness × IRI_Personal_distress,2.1003694143922718,2.0256988834954273,0.0746705308968445
qwen14b_instruct,ambiguous,BigFive_Openness × IRI_Fantasy,2.1003694143922718,2.097331795126642,0.003037619265629843
qwen14b_instruct,ambiguous,PANAS_Positive_Affect × Lonely_Loneliness,2.1003694143922718,2.164406150416374,-0.06403673602410231
qwen14b_instruct,ambiguous,PANAS_Positive_Affect × IRI_Personal_distress,2.1003694143922718,2.1627330085930656,-0.06236359420079385
qwen14b_instruct,ambiguous,PANAS_Positive_Affect × IRI_Fantasy,2.1003694143922718,2.1016880236907247,-0.0013186092984529552
qwen14b_instruct,ambiguous,Lonely_Loneliness × IRI_Personal_distress,2.1003694143922718,1.9999304637231228,0.10043895066914899
qwen14b_instruct,ambiguous,Lonely_Loneliness × IRI_Fantasy,2.1003694143922718,2.0866565171502005,0.013712897242071254
qwen14b_instruct,ambiguous,IRI_Personal_distress × IRI_Fantasy,2.1003694143922718,2.1650785062049493,-0.06470909181267759
qwen14b_instruct,specific,POM_Peace_of_Mind × SelfConst_Independent_self,2.330058677388922,-0.3034399695227706,2.6334986469116926
qwen14b_instruct,specific,POM_Peace_of_Mind × SelfConst_Interdependent_self,2.330058677388922,2.141000003230631,0.18905867415829114
qwen14b_instruct,specific,SelfConst_Independent_self × SelfConst_Interdependent_self,2.330058677388922,3.024651801002462,-0.6945931236135401
qwen14b_base,stable,BigFive_Extraversion × BigFive_Agreeableness,1.6902285534069774,1.720079381171275,-0.029850827764297483
qwen14b_base,stable,BigFive_Extraversion × BigFive_Conscientiousness,1.6902285534069774,1.7345028729860368,-0.04427431957905936
qwen14b_base,stable,BigFive_Extraversion × BigFive_Neuroticism,1.6902285534069774,1.6850411018503133,0.005187451556664113
qwen14b_base,stable,BigFive_Extraversion × IRI_Empathic_concern,1.6902285534069774,1.682753476228515,0.007475077178462408
qwen14b_base,stable,BigFive_Extraversion × IRI_Perspective_taking,1.6902285534069774,1.6553260698739847,0.034902483532992745
qwen14b_base,stable,BigFive_Extraversion × PANAS_Negative_Affect,1.6902285534069774,1.6563854321293605,0.033843121277616905
qwen14b_base,stable,BigFive_Extraversion × LifeSat_Life_Satisfaction,1.6902285534069774,1.6453685767898376,0.04485997661713981
qwen14b_base,stable,BigFive_Agreeableness × BigFive_Conscientiousness,1.6902285534069774,1.6886851379800734,0.00154341542690406
qwen14b_base,stable,BigFive_Agreeableness × BigFive_Neuroticism,1.6902285534069774,1.7095658326150354,-0.019337279208057945
qwen14b_base,stable,BigFive_Agreeableness × IRI_Empathic_concern,1.6902285534069774,1.719076824225317,-0.028848270818339516
qwen14b_base,stable,BigFive_Agreeableness × IRI_Perspective_taking,1.6902285534069774,1.7532703302221355,-0.0630417768151581
qwen14b_base,stable,BigFive_Agreeableness × PANAS_Negative_Affect,1.6902285534069774,1.6988620627756257,-0.008633509368648262
qwen14b_base,stable,BigFive_Agreeableness × LifeSat_Life_Satisfaction,1.6902285534069774,1.6978219495458864,-0.00759339613890897
qwen14b_base,stable,BigFive_Conscientiousness × BigFive_Neuroticism,1.6902285534069774,1.6213770519739936,0.0688515014329838
qwen14b_base,stable,BigFive_Conscientiousness × IRI_Empathic_concern,1.6902285534069774,1.6971221907772742,-0.006893637370296801
qwen14b_base,stable,BigFive_Conscientiousness × IRI_Perspective_taking,1.6902285534069774,1.6825433090624033,0.0076852443445740715
qwen14b_base,stable,BigFive_Conscientiousness × PANAS_Negative_Affect,1.6902285534069774,1.6258316298741593,0.06439692353281812
qwen14b_base,stable,BigFive_Conscientiousness × LifeSat_Life_Satisfaction,1.6902285534069774,1.6407086892359593,0.04951986417101817
qwen14b_base,stable,BigFive_Neuroticism × IRI_Empathic_concern,1.6902285534069774,1.7174631775195164,-0.027234624112538963
qwen14b_base,stable,BigFive_Neuroticism × IRI_Perspective_taking,1.6902285534069774,1.6678721719272054,0.022356381479772036
qwen14b_base,stable,BigFive_Neuroticism × PANAS_Negative_Affect,1.6902285534069774,1.754972556668617,-0.06474400326163954
qwen14b_base,stable,BigFive_Neuroticism × LifeSat_Life_Satisfaction,1.6902285534069774,1.6330982394359228,0.057130313971054614
qwen14b_base,stable,IRI_Empathic_concern × IRI_Perspective_taking,1.6902285534069774,1.7778760296125729,-0.08764747620559543
qwen14b_base,stable,IRI_Empathic_concern × PANAS_Negative_Affect,1.6902285534069774,1.725353852065753,-0.03512529865877556
qwen14b_base,stable,IRI_Empathic_concern × LifeSat_Life_Satisfaction,1.6902285534069774,1.7151793968447966,-0.02495084343781917
qwen14b_base,stable,IRI_Perspective_taking × PANAS_Negative_Affect,1.6902285534069774,1.6876216276504368,0.0026069257565406456
qwen14b_base,stable,IRI_Perspective_taking × LifeSat_Life_Satisfaction,1.6902285534069774,1.6949590657526281,-0.004730512345650695
qwen14b_base,stable,PANAS_Negative_Affect × LifeSat_Life_Satisfaction,1.6902285534069774,1.6495310043035774,0.040697549103400066
qwen14b_base,ambiguous,BigFive_Openness × PANAS_Positive_Affect,2.071629624352876,2.2102113604197102,-0.13858173606683444
qwen14b_base,ambiguous,BigFive_Openness × Lonely_Loneliness,2.071629624352876,1.9928226744757636,0.07880694987711223
qwen14b_base,ambiguous,BigFive_Openness × IRI_Personal_distress,2.071629624352876,1.9866470079804643,0.08498261637241145
qwen14b_base,ambiguous,BigFive_Openness × IRI_Fantasy,2.071629624352876,2.0639235283138135,0.007706096039062249
qwen14b_base,ambiguous,PANAS_Positive_Affect × Lonely_Loneliness,2.071629624352876,2.1524294192644664,-0.08079979491159062
qwen14b_base,ambiguous,PANAS_Positive_Affect × IRI_Personal_distress,2.071629624352876,2.166504082491965,-0.09487445813908923
qwen14b_base,ambiguous,PANAS_Positive_Affect × IRI_Fantasy,2.071629624352876,2.072554999878305,-0.0009253755254290397
qwen14b_base,ambiguous,Lonely_Loneliness × IRI_Personal_distress,2.071629624352876,1.9667776043857876,0.10485201996708815
qwen14b_base,ambiguous,Lonely_Loneliness × IRI_Fantasy,2.071629624352876,2.0531271333904275,0.01850249096244827
qwen14b_base,ambiguous,IRI_Personal_distress × IRI_Fantasy,2.071629624352876,2.108635169470633,-0.03700554511775733
qwen14b_base,specific,POM_Peace_of_Mind × SelfConst_Independent_self,2.285824495133516,0.5820486503100101,1.7037758448235056
qwen14b_base,specific,POM_Peace_of_Mind × SelfConst_Interdependent_self,2.285824495133516,2.1635105525526073,0.12231394258090855
qwen14b_base,specific,SelfConst_Independent_self × SelfConst_Interdependent_self,2.285824495133516,2.7352004564164534,-0.44937596128293755
